tag,description
0,"The Company Wizeline is a software development and design services company with operations in the U.S., Mexico, Vietnam, Thailand, Australia, and Spain. High-growth companies need engineering capacity to scale. Wizeline brings depth in product design, technical writing, project management, and across engineering disciplines. Our People At Wizeline, we understand that great software is built by great people and teams. To retain and develop top talent, we foster a working environment that celebrates creativity, encourages skill development, and allows for multidisciplinary collaboration. We believe in a diverse, inclusive, and harassment-free workplace where all can achieve their full potential, leading to company, customer, and community success. Community Impact Wizeline is committed to the communities in which it operates. We believe in doing well while also doing good. Wizeline Academy is a free, community-based education program that teaches high-value skills to workers looking to advance their careers in the tech industry. To date, Academy has served more than 8,500 students with more than 7,000 hours of instruction across 85 courses What you will bring to the team We are looking for Senior Data Engineers to drive the architectural design, implementation plan, best practices, and testing plans for projects involving terabytes of data, which will serve as the foundation for advanced analytics and machine learning tasks to be performed by data scientists on top of that infrastructure. Your day-to-day activities Design and implement product features in collaboration with product owners, report developers, product analysts, architects, and business partners within an Agile / Scrum methodology. Design and implement data platforms for large-scale, high performance and scalable requirements, integrating data from several data sources, managing structured and unstructured data while melding existing warehouse structures. Analyze, diagnose and identify bottlenecks in data workflows Participate in demos to clients as well as requirements elicitation and translation to systems requirements (functional and nonfunctional). Constantly monitor, refine and report on the performance of data management systems. Are you a fit? To be successful in this role, you must have: Strong General Programming Skills Solid experience with Scala Solid engineering foundations (good coding practices, good architectural design skills) Experience working with SQL in advanced scenarios that require heavy optimization 4+ years of experience with large-scale data engineering with emphasis on analytics and reporting 2+ years of experience developing on Hadoop-like Ecosystem Experience building cloud scalable, real time and high-performance Data Lake solutions. Proficiency designing and implementing ETL (Extract, Transform, load) processes, dealing with big volumes of data (terabytes of data which required distributed processing) Experience developing solution within Cloud Services (AWS, GCP or Azure) Experience with NoSQL databases such as Apache HBase, MongoDB or Cassandra. Experience in data streams processing technologies including Kafka, Spark Streaming, etc Advanced English level."
0,"· Big Data tools (Hadoop, Scala, Power BI)

· ETL's experience (design, implementation, test an deployment)

· AWS tools (Lambda, Glue, S3, Kinesis, Kafka, Elastic Search)

· Amazon ERM; HDFS

· Databases: SQL Queries and no SQL like: Hive, DynamoDB, Cassandra, etc.

· Reporting Services

· Advanced english communication skills

· Familiar with Scrum methodology
"
0,"About the Role

Data Engineer
Full-time

Fredericton, NB


As a Data Engineer at Day & Ross, you will be a key team member leading us through our digital transformation. Your primary role will be to design and build enterprise data sets and pipelines using modern tools that will be used to generate insights that fuel our business. You will work closely with a team of IT and business professionals to ensure our enterprise data needs are understood, we have the right data, & analytics solutions are in place to support our needs.


How You’ll Help


Design, build, test, & optimize data pipelines to support numerous business analytics initiatives and solutions.
Design, build, test, & document data structures and models that are accurate, secure, timely, and can be trusted by the business.
Collaborate with data architects, scientists, analysts, and business consumers and prepare data sets for a variety of uses ranging from operational reporting to more advanced data science solutions.
Propose & create innovative and automated processes to ensure data integrity, completeness, and accuracy.
Educate & train other team members on the enterprise data assets available, how they have been constructed, and how they can be used.
Participate in data governance activities to drive high data quality and standards and support data cleansing initiatives.
Participate in agile ceremonies like daily stand ups, product demos, and retrospectives.

Your Skills & Experience:


Bachelor or master’s degree in computer science or related education with at least six years of work experience in data management disciplines including data integration, modeling, & optimization.
Strong experience in designing & build data warehousing, data lake, data ingestion, business intelligence, and analytics solutions.
Strong experience building data acquisition & ingestion with a variety of patterns and techniques include batch, streaming, replication, API, etc. for structure and unstructured data.
Hands on experience working with a variety data structures and formats including relational, star schema, columnar, JSON, Parquet, etc.
Hands on experience delivering modern data & analytics platforms & technologies (e.g., Azure Synapse, Azure Data Factory, Snowflake, Power BI, Information iPaas).
Strong experience with modern data programming languages including SQL, NoSQL, PL/SQL.
Strong experience with data ingestion & ELT tools I.E. Azure Data Factory, Informatica.
Experience developing in modern analytics programming languages include Python, R, Scala, and others.
Working knowledge of modern BI platforms including Power BI.
Curious about modern digital technologies and passionate about keeping skills & knowledge current with the industry.
Confident self-starter that can work in a team environment as well as independently.
Works with a high sense of urgency to deliver maximum value.
"
0,"Data Engineer

Job Title: Data Engineer Reference Number: 114265

Location: Various Locations Employment Type: Permanent Full Time

Hours of Work: 7.5 hr Day Shift (M-F) Posted Date: 2021/04/13

Position Highlights

The Data Engineer on the Information Management team will focus on development of big data reporting and analytics solutions,

working closely with stakeholders to meet their decision-support requirements. This role will work with the Information

Management team at the North Vancouver head office to support data analysis and equip the business to make data-driven

decisions. We use Scala, Spark and SQL to perform “Data Preparation” and Tableau to create self-service dashboards. The

team uses the latest in Big Data technologies such as StreamSets, Hadoop and Apache Spark in-memory framework.

As the Data Engineer, you will be responsible for:
Conducting analysis for moderate data requests, defining data fields and determining data availability, developing information
layout, format and interactivity. Presenting findings and providing clarification.

Collaborating with customers across the organization
Creating mapping documentation of data elements from source to target
Developing & testing Data Transformation pipelines by leveraging the latest Big Data tools and technologies
Provide subject matter expertise on data sources, reporting workflows, business process, and appropriate tools to analyze data
Participate with corporate data user teams, develop data validation and test plans, performing user acceptance testing, and
provide feedback to development and sustainment team.

Position Requirements

To make an immediate contribution, the Data Engineer must bring the following:

Experience coding in at least one of the following Object Oriented Programming languages: Scala, Java, Python or C++
Experience with or exposure to Big Data platforms, ideally with exposure to Hadoop ecosystem (HDFS, Apache Hive, Apache
Spark, Apache Drill, SparkSQL)

Experience with processing structured and unstructured data
Basic experience with SQL Queries & Relational Databases
Excellent interpersonal, verbal and written communication skills to work with customers
Strong data quality management process understanding, data analysis and data profiling
Ability to apply critical thinking skills to troubleshoot and perform root cause analysis on technical problems and solution design
Understanding of Agile Methodologies
Experience with reporting and visualization tools, such as Business Objects or Tableau, user interface design, and iterative"
0,"We are loking for a Lead Data Engineer

Responsibilities:

We operate a cross-functional team that specializes when needed but aims to have everyone able to contribute. Duties of the Lead Data Engineer include:
Contribute to the production code base and provide ongoing maintenance and support
Champion good team practices such as unit testing and build/test automation by mentoring and performing code reviews
Stay abreast of new and innovative trends in software development and the web and data software product space
Participate in technical discovery while collaborating with product managers, scrum masters, project managers, engineers, testers and designers throughout the product lifecycle
Required Skills:

Bachelor's degree in computer science or equivalent field
Strong written and verbal English communication skills required
Previous Experience in agile/scrum environments
5+ years of relevant professional experience in a similar position
Smart, high aptitude to learn new things and sense of urgency to get things done.
Practical-minded – chooses stability/reliability/maintainability over shiny new objects
Passionate about technology – ideally you build things outside of work for fun
Significant real-world experience developing real products at large scale
Previous hands-on experience with some or all of our tech stack :
Python
Spark using PySpark
AWS Cloud (EMR, Lambda, EC2, Docker, S3, API Gateway, DynamoDB)
Microsoft SQL Server"
0,"BIG DATA ENGINEER
We are looking for an experienced, proactive, and responsible Engineer with excellent Big Data skills to join our fast-growing office. We are looking for a developer who takes part in data integration solutions for a variety of clients.

Responsibilities



· Provide technical suggestions and recommendations

· Help establish best practices for engineering team

· Perform code reviews for both our different Data teams

· Build and foster a high-performance engineering culture, mentor team members and provide team with the tools and motivation

· Write project documentation


Requirements



· 2+ years of experience involved in Data Integration projects

· 2+ years of Java development experience

· Hadoop Knowledge

· Git experience

· Google Cloud Platform (“GCP”) PubSub service as a source and destination for data to be ingested and processed

· Google Cloud DataFlow service as computational engine

· Google Cloud Storage (GCS) as a data store for application artifacts

· Google Cloud Firestore as an application configuration store

· Google Cloud Cloud Functions as an execution mechanism for the Dataflow jobs

· Google Cloud Scheduler as a scheduling tool for batch Dataflow jobs

· Google Stackdriver as a monitoring and alerting tool

· Apache Beam as data transformation engine

· Jenkins as the build & deploy automation tool

· Google cloud experience is a nice to have, any other cloud platform experience can be considered for the role if you are interested in learning GCP"
0,"Required

Have 7+ years of experience developing with a mix of languages (Java, Scala, Python, SQL, etc.) and frameworks to implement data acquisition, processing, and serving technologies.
Experience with real-time and scalable systems are preferred.
Data and API ninja –You are also very handy with Streaming technologies such as Apache Kafka, Apache Flink; and framework such as Apache Spark. Understand reactive programming and dependency injection such as Spring to develop REST services.
Have a technology toolbox – Hands on experience with newer technologies relevant to the data space such as Spark, Kafka, and Snowflake. You’ll have plenty of experience with developing in a cloud native environment with many different technologies.
Expert knowledge of data systems and SQL
Experienced with Excel and data manipulation
Excellent communication skills and ability to interact with all levels of end users and technical resources
Creative thinking and motivated self-starter
Preferred

Prior experience building scalable platforms – handling large scale data, operationalizing clusters in cloud environment.
Experience with open source such as Spring, Kafka, Flink, Spark, Snowflake, Cassandra and Yarn/Kubernetes.
Experience working in AWS cloud environment.
Proficiency with agile development methodologies shipping features every two weeks. It would be awesome if you have a robust portfolio on GitHub and / or open source contributions you are proud to share."
0,"What the person will do in the role

This candidate will be working on architecting and implementing a large-scale business intelligence solution on the cloud. Develop data pipelines to create facts and dimension models for analytics.

This role involves expert-level experience in developing low latency applications.
This candidate will work on developing SQL for Snowflake, develop scripts with Python, and UNIX. (MUST)
This candidate will span multiple roles such as data architect, data modeler, and data engineer.

Basic Requirements:

Job responsibilities, core deliverables, and major duties

Focus on major areas of work, typically 20% or more of role
Build software across our entire cutting-edge analytics platform, including data processing, storage, and APIs, with awesome cutting-edge technologies. We operate in real-time with high-availability.
Think of new ways to help make our platform more scalable, resilient, and reliable, and then work across our team to put your ideas into action.
Ensure performance isn’t our weakness by implementing and refining robust data processing and caching technologies.
Help us stay ahead of the curve by working closely with data architects, stream processing specialists, API developers, our DevOps team, and analysts to design systems that can scale elastically in ways that make other groups jealous

Required Education, Experience/Skills/Training:

Minimum and Preferred. (include functional experience as well as behavioral attributes and/or leadership capabilities)

Required

Have 7+ years of experience developing with a mix of languages (Python, SQL, etc.) and frameworks to implement data acquisition, processing, and serving technologies. Experience with real-time and scalable systems is preferred. (MUST)
Experience building robust and scalable data integration (ETL) pipelines using SQL, Python, and Spark. (MUST)
Hands-on experience with newer technologies relevant to the data space such as Spark, and Snowflake. You’ll have plenty of experience with developing in a cloud-native environment with many different technologies. (MUST)
Expert knowledge of data systems and SQL
Experienced with Excel and data manipulation
Excellent communication skills and ability to interact with all levels of end-users and technical resources
Creative thinking and motivated self-starter
English Level: C1 or C2 is mandatory

Preferred


Experience with open-source tools such as Spark, and Yarn/Kubernetes.
Experience working in AWS cloud environment.
Prior experience building scalable platforms – handling large-scale data, operationalizing clusters in a cloud environment.
Practical Knowledge of Linux or UNIX shell scripting.
Strong sense of ownership, urgency, and drive"
0,"Requirements:

3 years of hands-on professional experience.

Proficiency in the English language for conversation.

Functions:
-Design and build distributed systems for leading companies handling very high volumes of data.

-Build data pipelines to collect data from multiple sources, build Data Lakes and Data Warehouses, create ELT jobs (Extract - Load - Transform), build data models.

-Develop best practices to be used across a wide range of clients, domains and types of data.

Indispensable Technical Knowledge:

-SQL and Python, database and query optimization, ELT and ETL, data modeling experience.

-Experience with columnar and cloud databases: AWS Redshift, Google Big Query, Snowflake, Vertica, Presto."
0,"Data Engineer
Calgary, AB, Canada Winnipeg, MB, Canada Req #385
Tuesday, April 13, 2021

Description:
Think you have what it takes to join an elite team of software developers, engineers, and data scientists? If you want to make your mark on a national brand’s industry-leading technology, Skip’s Engineering Team is the place for you. They drive the innovation of Skip’s platform by improving the reliability, performance, and scalability of the network. GPS tracking, real-time order processing, scheduling, and balancing are just a few of the pieces the Engineering Team integrates into Skip’s world-class service.

As a member of our Dat a team, you will be responsible for the design and implementation of software for systems that power Skip’s Business Intelligence and Data Warehouse. Your experience with cloud technologies and big data provides you with the background to quickly implement changes. Your experience in data management and SQL allows you to contribute to the expanding expertise of the team and keep data components current as product feature change.

WHAT’S ON YOUR PLATE:
Skills:
Strong experience working with both batch and real-time ETL involving large data sets
Strong hands-on experience with SQL
Strong hands-on experience with Python would be an asset
Experience in REST APIs is nice to have
Experience working with data services on the cloud such as AWS and/or Google Cloud Platform environments
Experience working with MPP databases such as Redshift, Big Query, Teradata and/or columnar databases.
Familiarity with scheduling tools like Airflow would be a nice to have
Strong in Dimensional Modeling concepts applying Kimball techniques would be an asset.
Experience using version control software, such as Git
Work well both independently and as part of a team. You will actively participate in design discussions and reviews
Experience with full software development life cycle, including coding standards, code reviews, source control management, build processes, and testing
Data quality process experience including data cleansing, audits and alerts, triage mechanisms & processes and referential integrity
Aptitude to independently learn new technologies
Be familiar with Agile/Scrum methodologies

Accountabilities & responsibilities:
We take ownership of our work and work closely with our team.
We move quickly, take risks, and know how to manage the risks.
Regularly refactoring to improve our existing systems — technical debt isn’t an excuse.
Unit tests and code reviews are at our core — confidence in our pull request is the result.
We constantly push our Data technology, design, and architecture forward to meet new challenges.
We face challenges no one can predict — we meet them head-on as a team.
When we have an idea that serves a need, we run with it.
Our teams are kept tight and efficient.

Recipe for Success:
Have a great attitude
Thrive in a rapidly evolving environment
Are eager to contribute to the growth and development of the team and its members
Work with an entrepreneurial sense of urgency
Are receptive to feedback and challenging experiences
Are actively involved in their ongoing personal growth and learning"
0,"Job Summary:
Incumbents of position will be responsible for designing, building, and optimizing data pipelines to expand the capabilities and products delivered by our analytics platform. Must be comfortable interfacing and supporting multiple teams and working with product managers, data engineers, data scientists, business analysts, and project managers, at different regional offices across the globe. The ideal candidate has a passion for data, significant experience building production level data pipelines, and enjoys working in a self-directed semi-structured environment. Incumbents of this position will regularly exercise discretionary and substantial decision-making authority.

Essential Job Duties and Responsibilities:

Evaluating technology stacks, including data storage and databases
Database maintenance and performance tuning; query optimizations;
Analyzing, profiling, documenting data warehouses
Writing technical documentation and business documents
Implementing best practices, i.e., using code repositories, documenting procedures, refactoring code to be more robust and componentized
Implementing complex big data projects with a focus on collecting, parsing, managing, analysing and visualizing large sets of data to turn information into insights using multiple platforms
Building configurable, parametrized, scalable, robust pipelines/ETL workflows
Scraping, data ingestion and data integration from multiple sources and databases, including web APIs, Protobuf feeds, SQL databases
Data exploration with Tableau, PowerBI
End-to-end pipeline QA
Creating Azure cloud infrastructure and services
Deploying applications and libraries to cloud platforms
Feature extraction and generation
Using Python to clean data, extract features, and build models using packages such as scikit-learn, numpy, pandas
Minimum Job Requirements:
Bachelor’s degree in computer science or equivalent. Strong Bi-Lingual skills. Over 5 years of hands-on cloud data engineering experience. Working knowledge of Linux, Python, SQL, Azure, AWS, PaaS, IaaS, and BitBucket or other Git tools for version control. Experience bringing data pipelines into production. Build process supporting data transformation, data structures, metadata, dependencies and workload management. Database design, schema definition, and database optimization. Experience building elastic, scalable APIs. Experience developing in an Agile environment. Strong analytical and problem-solving skills, attention to details, critical thinking ability, and creativity. Excellent written and verbal communication skills used to effectively communicate and clearly present complex information in a manner appropriate to the audience. Prior experience working in the transportation or logistics industries is a plus."
0,"We are looking for a Senior Data Engineer

Given the size and scope of our organization, we have the flexibility for this position to be located in the following head office locations: London or Toronto


Our data aspiration is to unlock the power of connected data to deliver continuous value for our customers, our partners, and our company with trust and integrity. The position is central to our ability to do so. The Data Engineering role is responsible for creating connected data products for self-services across the organization within the boundaries of our data policy, standards, and controls.

What you will do
Build data products for Canadian use: design, curate, and publish self-service connected datasets within proper controls for use across Canada (one stop data shop)
Build data asset inventory: while building connected data, inventory critical data elements including lineage, classification, and usage (google for Canada Life data)
Build insights: complete data analysis and discovery to better understand the data and the story it is telling to drive actionable results
Influence Data Quality: complete data profiling of critical data elements, providing trending and insights that driven action to improve data quality across our customer base.
Loves teamwork and collaboration: collaborates on a daily basis with the core data squad team and business
Open to learning and sharing: excited to share learnings with others across the company, including senior leadership and community of practice participation
Recommend improvements to data engineering and governance practices across our company

What you will bring
Mathematics and/or Computer Science degree
3-5+ years of applied data management experience (Data & Analytics education an asset)
Expertise and knowledge of R, Python, Zeppelin, PowerBI and Azure Cloud platform
Excellent communication and presentation skills and strong organization skills
Agile, practical, customer service-oriented mindset (doesn’t over complicate processes)
Generally curious and excited to learn new things"
0,"What the person will do in the role

This candidate will work on building tools and a framework for data acquisition, conformance, and validation on the cloud.
The data acquisition involves defining and creating a schema registry of the source system data using python or Java. Then automate the schema generation process and maintain.
The data conformance involves creating a framework that uses stream processing to consume the landed data, apply transformation and sink the data to snowflake; Tools such as Kafka, KafkaStreams, Apache Flink, and Java/Scala/Python will be used. (MUST)
The data validation involves creating a framework that validates the source data with landed data, and landed data with conformed data; Tools such as Springboot, Java, Kafka, and Snowflake will be used.

Basic Requirements:

Job responsibilities, core deliverables, and major duties

Focus on major areas of work, typically 20% or more of role
Build software across our entire cutting-edge analytics platform, including data processing, storage, and APIs, with awesome cutting-edge technologies. We operate in real-time with high-availability.
Think of new ways to help make our platform more scalable, resilient, and reliable, and then work across our team to put your ideas into action.
Ensure performance isn’t our weakness by implementing and refining robust data processing and caching technologies.
Help us stay ahead of the curve by working closely with data architects, stream processing specialists, API developers, our DevOps team, and analysts to design systems that can scale elastically in ways that make other groups jealous.

Required Education, Experience/Skills/Training:

Minimum and Preferred. (include functional experience as well as behavioral attributes and/or leadership capabilities)


Required

Have 7+ years of experience developing with a mix of languages (Java, Scala, Python, SQL, etc.) and frameworks to implement data acquisition, processing, and serving technologies.
Experience with real-time and scalable systems is preferred.
Data and API ninja –You are also very handy with Streaming technologies such as Apache Kafka, Apache Flink; and frameworks such as Apache Spark. Understand reactive programming and dependency injection such as Spring to develop REST services.
Have a technology toolbox – Hands-on experience with newer technologies relevant to the data space such as Spark, Kafka, and Snowflake. You’ll have plenty of experience with developing in a cloud-native environment with many different technologies.
Expert knowledge of data systems and SQL.
Experienced with Excel and data manipulation.
Excellent communication skills and ability to interact with all levels of end-users and technical resources.
Creative thinking and motivated self-starter.
English Level: C1 or C2 is mandatory.

Preferred


Prior experience building scalable platforms – handling large-scale data, operationalizing clusters in a cloud environment.
Experience with an open source such as Spring, Kafka, Flink, Spark, Snowflake, Cassandra, and Yarn/Kubernetes.
Experience working in AWS cloud environment.
Proficiency with agile development methodologies shipping features every two weeks. It would be awesome if you have a robust portfolio on GitHub and/or open source contributions you are proud to share.
"
0,"Requirements:
MS or Ph.D. in Computer Science, Statistics, Information Systems or related quantitative field degree;
3-5+ years of experience as a Data Engineer;
Advanced SQL knowledge and experience working with relational databases;
Experience in building data pipelines: moving data from one database to another, using ETL tools like MATILLION, extracting data from one API to the database, etc.;
2+ years experience with scripting languages such as Ruby /Python.
Nice-to-haves:
Experience with other languages like Java, R, Perl, PHP, and shell scripts;
Experience with Snowflake/Looker;
Experience with scraping;
Experience with filesystems, server architectures, and distributed systems;
Experience with AWS.
Responsibilities:
Design, Build and Maintain the pipelines used to source data at Obviously. This includes integrating with 3rd party APIs and high-scale building/maintaining in house scrapers;
Develop, construct, test, and maintain architectures and analytics tools that utilize the data pipeline to provide actionable business insights;
Identify ways to improve data reliability, efficiency, quality, and scalability;
Organize data for predictive and prescriptive modeling;
Work with stakeholders including the Product, Development, and Design teams to assist with data-related technical issues and support their data infrastructure needs;
Put in place solid data governance and data monitoring infrastructure;
Develop data reports for stakeholders to facilitate the flow of information throughout the company."
0,"We are currently seeking a Data Engineer to build scalable, big data pipelines and repositories capable of processing millions of messages per day, providing fast and deep insights to our customers and partners via API, web and mobile interfaces.

We're trusted by top Corporate Real Estate professionals (CRE) who need to make data-driven business decisions to inform their real estate strategy and measure impact. Our flexible workspace analytics platform, data insights, and domain expertise are proven to transform the workplace experience in offices around the world.

We’re always looking for the next innovation in CRE technology, leveraging a decade of CRE and analytics expertise to help our customers understand and plan their workspace.

We’re ready for the future. Are you?

﻿Why Should You Apply?
Opportunity for career coaching and growth.
Remote work.
Collaborative company culture.
Join a work hard, play hard team.
A competitive total compensation package.
Full benefits.
Write clean code and tests.
Build, maintain and optimize data pipelines and repositories using Python, Spark, Databricks, SQL, Azure Data Lake, Delta Lake.
Work closely with data analysts to gather requirements for data to feed visualizations.
Work closely with the data team lead to define and implement data engineering best practices for performance, quality, and operational monitoring.
Work closely with QA to automate the testing of data pipelines.
Contribute to architectural decisions.
Produce detailed design documentation and diagrams.
Experience creating big data pipelines and maintaining large scale data processing architecture.
Knowledge of medallion data lakehouse architecture.
Knowledge of dimensional models and best practices.
Experience with Databricks, Spark, Python and SQL development.
Demonstrable professional experience building and supporting production systems.
Energy, enthusiasm, and initiative.
Professional experience developing high throughput, event-based solutions.
Client facing experience with a focus on customer experience is considered a strong asset.
Professional experience designing and developing cloud-based Data oriented PaaS solutions in Azure considered an asset.
DevOps experience using Azure DevOps is considered an asset.
Experience utilizing various BI tools (Tableau, PowerBi, D3.js) is considered an asset.
Experience with Machine learning is considered an asset."
0,"Responsibilities

Design, test, implement and improve next generation data engine platforms
Collaborate with stakeholders to define and document data requirements for services
Continue to enhance data systems to efficiently intake, transform, and store massive data sets
Design data models that support product and business needs
Translate source system data into reporting structures based on business metrics definitions
Build datasets for use in internal and external APIs and data products
Implement best practices and testing to validate data quality, availability, and reliability
Requirements

5+ years of experience in Data Engineering
Experience using and administering SQL and NoSQL databases
Excellent conceptual, analytical, and problem-solving skills
Extensive knowledge of data warehousing technologies and best practices
Experience building data pipelines using internal and external data sources
Experience using and authoring Web APIs and services
Experience working on an Agile team
5+ years of SQL experience, mining data, creating database objects, data transformation scripts
2+ years of scripting/programming experience, including the use of SOAP and REST services.
Bonus Skills or Experience

Experience with Elastic Search, MySQL, MongoDB, Solar
Statistical mathematics and linear mathematics
Using and configuring cloud services, such as AWS
Experience working with marketing technologies for lead generation
Experience working with PHP and or Python
Experience working with Salesforce or Mercato"
0,"About Us:

Tiempo Development creates unique, powerful software and provides supporting services for innovative enterprises. Tiempo is headquartered in Tempe, Arizona, and maintains four large development centers in Mexico for U.S. companies who choose to outsource their software development needs.

Requirements

Java, Spark + Scala OR Python for big data processing.
AWS Kinessis OR Kafka streaming.
Frameworks such as Hadoop, Flint
Database: Hive, S3, DynamoDB.
Design, implement, test, deploy ETLs.
Experience designing data structures/DWH
SQL and Non-SQL queries for big data.
Big Data Platform: Amazon EMR , HDFS
AWS: EMR, Data Pipeline, Glue, S3, Kinesis, DynamoDB, ElasticSearch"
0,"Modernize is seeking a 6 month contract to hire Data Engineer to use their razor sharp intellect and experience to design and build data integrations and scale systems to support our digital marketing platform. You will communicate with both business and technical stakeholders and construct our next-gen data pipeline architecture to drive timely data into crucial reporting and analytics applications that move our business forward. This is a hands-on role where you will be creating written designs, writing plenty of code and directly managing infrastructure components.

Responsibilities:

Be a major contributor on our Data Pipeline team, wrangling data, building data pipelines, and working closely with our technical leads to define our next-gen data pipeline architecture, design, and development lifecycle.
Maintaining legacy applications as well as creating new ETL's in our code bases that span Python, Java, PHP and UNIX scripting languages, preparing data for key reporting, analytics, machine learning, and other applications.
Monitor and maintain our ETL/pipeline job scheduler (Airflow), notifications, and worker infrastructure components on AWS. Respond to system error notifications, and communicate outages in a timely fashion.
Perform peer code reviews
Code and maintain Apache Airflow pipeline definitions and our next-gen pipeline components in Python.
Be unafraid to learn, assess, and apply new technology (particularly AWS) to improve solutions for our batch processing and data streaming requirements.
Meet frequently with—often through video conference—our Business Intelligence (BI), Homeowner Experience, Customer Success, and other business stakeholders to understand and model data requirements.
Write up data requirements and design documentation, and push your designs through our technical design checklist process.
Work within an Agile development process. On a 2-week sprint cycle, you will help estimate, plan, and prioritize future work.
Invest time in understanding our business processes, the data and the systems that generate data.
Actively propose scalable improvements to our pipeline infrastructure and related business processes.
Develop, document, and enforce standards, naming conventions, data integrity checks, and overall best practices for all company-wide
Contribute ideas for continually improving the team's productivity, release quality, and job enjoyment.
Requirements:

3-5 years of data engineering experience, consuming, transforming and loading data into production databases/data warehouses
Extremely proficient in SQL and RDBMSs, preferably MySQL, Oracle, Hive and Amazon Redshift
Hands on experience in building reporting database systems and batch-style ETLs
Strong understanding of relational modeling
3+ years programming knowledge with Python
1+ years programming knowledge with PHP, or willingness to quickly learn
Excellent verbal and written communication skills
Proficiency in Linux command-line operation and scripting
Relentless and tenacious when it comes to figuring out solutions to problems
Sense of humor, team player, good interpersonal skills
Nice To Have:

Experience working with Apache Airflow or other pipeline orchestration tools
AWS experience (S3, RDS, Redshift, CloudWatch)
Experience using dimensional modeling and Kimball methodologies
Experience working with BI reporting tools such as Tableau is a plus
Data streaming / near-real-time data warehousing experience
Familiarity working with Big Data technologies, Hive and HDFS in particular
Experience in cleaning inconsistent data and massaging it into standard forms
Experience using Docker
Experience using Kafka
"
0,"Data is our biggest asset and we are building a truly data driven company.

We are hiring the most talented engineers in Latin America and we want you to join them. Working in Technology at Rappi Pay is not about fixing legacy systems. It is about building world-class products from the ground up that will be used by millions.

We are looking for a Data Engineer who will be responsible for building, improving and maintaining a scalable data pipeline infrastructure required for extraction, transformation, and loading of terabytes of data from thousands of sources to our analytics platform.

You will have the opportunity to apply cutting-edge technologies in large scale environment with a challenging rapid growth pace, taking ownership of both internal and external services, and applying all your skills to make an impact on the whole company.

You will be working with a skilled group of international tech specialists, on a high pressure hard-work environment.

Responsabilities
Work together with developers, tech leads and solution architects to build applications.
Improve existing structures by adding new functionalities or proposing technological updates so that as a result, the impact of your contribution is significant in the core of the business.
The result of your work will also allow you to improve the user experience on scalable and high availability platforms, contributing to the key differential of each business.
Build and maintain the ETLs from Production to the analytics platform.
Build and maintain Datalake / DW and Datamarts for the different use cases.
Make the right data accessible in the right way to the different groups of users.
Strive to get everything working on automatic ways.
Investigate and test new technologies that could improve our processes.
Provide a secure data environment to comply with regulations on different countries.
Must have
Computer science background/knowledge.
Advanced SQL understanding and implementation.
Advanced knowledge writing python code.
Advanced experience in AWS Data Toolset.
Advanced experience in Datalake / Datawarehouse / Datamarts technologies.
Advanced experience working with ETLs.
Experience working with CDC (Change Data Capture).
Experience working with streaming technologies (Kinesis / Kafka)
Experience working with Spark / EMR is a plus.
Experience on Snowflake Cloud Data Platform is a plus.
Understanding Data Catalog, Data Governance, Data Lineage.
Ability to communicate complicated technical problems to both technical and business audiences."
0,"Title: Senior Data Engineer

Overview of Position

The Senior Data Engineer will be responsible in evolving the data pipeline platform for building pipelines that are scalable, robust and resilient and build pipelines to validate, ingest, normalize/enrich and business-specific processing of healthcare data. Build Healthcare Data Lake to consolidate all healthcare data across the company and serve the data to various products and services. He/she will be a thought leader in Big data technologies and their applications in building the platform and pipelines.

The scope of this role will include working with engineering, product management, program management and operations teams in delivering pipeline platform, foundational and application-specific pipelines and building the Healthcare Data Lake in collaboration with business and strategic partners.


What will be my duties and responsibilities in this job?

Develop, operate and drive scalable and resilient data platform to address the business requirements
Drive technology and business transformation through the creation of the Healthcare Data Lake that will help Change establish a leadership position in healthcare data in the industry
Ensure industry best practices around data pipelines, metadata management, data quality, data governance and data privacy; design and implement business-specific data pipelines; be a thought leader and partner in the development and execution of the Enterprise Technology Strategy
Create new opportunities in this space for Change with new feature capabilities and new offerings that drive customer and business value
Partner with Product Management and Business leaders to drive Agile delivery of both existing and new offerings; assist with the Leadership and collaboration with engineering organizations within Change to manage and optimize the portfolio
What are the requirements needed for this position?

4 + years working experience in Big data technologies
Experience with Big Data tech stack, including Hadoop, Java, Spark, Scala, and Hive, NoSQL data stores
Experience with public Clouds, including AWS
Experience building data pipelines and infrastructure
Bachelor’s degree in Computer Science, Masters preferred
What other skills/experience would be helpful to have?

Experience in leading design and development of large systems
Demonstrates strong drive to learn and advocate for development best practices
Experience working with large scale distributed computing
Proven track record of building and delivering enterprise-class products
Full Stack Experience (End to End Development)
Crisp and effective executive communication skills, including significant experience presenting cross-functionally and across all levels"
